turn,player,money,tap
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1550,1148
4,1,1585,1203
5,0,1760,2088
5,1,1225,1203
6,0,1660,2088
6,1,1225,1203
7,0,1660,2088
7,1,1225,1203
8,0,1660,2088
8,1,1225,1203
9,0,1710,2088
9,1,1375,1203
10,0,1710,2088
10,1,1375,1203
11,0,1710,2088
11,1,1375,1203
12,0,1710,2088
12,1,1375,1203
13,0,1710,2088
13,1,1375,1203
14,0,1710,2088
14,1,1375,1203
15,0,1710,2088
15,1,1375,1203
16,0,1710,2088
16,1,1375,1203
17,0,1920,2753
17,1,1015,1128
18,0,1920,2753
18,1,1015,1128
19,0,1920,2753
19,1,1015,1128
20,0,1720,2753
20,1,1215,1128
21,0,1720,2753
21,1,1415,1128
22,0,1720,2753
22,1,1415,1128
23,0,1720,2753
23,1,1415,1128
24,0,1720,2753
24,1,1415,1128
25,0,1720,2753
25,1,1415,1128
26,0,1720,2753
26,1,1415,1128
27,0,1720,2753
27,1,1415,1128
28,0,1670,2753
28,1,1665,1128
29,0,1670,2753
29,1,1865,1128
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1730,2088
3,1,1255,1203
4,0,1730,2088
4,1,1255,1203
5,0,1730,2088
5,1,1255,1203
6,0,1680,2088
6,1,1255,1203
7,0,1680,2088
7,1,1255,1203
8,0,1680,2088
8,1,1255,1203
9,0,1680,2088
9,1,1255,1203
10,0,1680,2088
10,1,1255,1203
11,0,1680,2088
11,1,1255,1203
12,0,1680,2088
12,1,1255,1203
13,0,1955,3628
13,1,455,198
14,0,1955,3628
14,1,455,198
15,0,1955,3628
15,1,455,198
16,0,1955,3628
16,1,455,198
17,0,1955,3628
17,1,455,198
18,0,1955,3628
18,1,455,198
19,0,1955,3628
19,1,455,198
20,0,1955,3628
20,1,455,198
21,0,1955,3628
21,1,655,198
22,0,2138,3650
22,1,655,198
23,0,2181,3650
23,1,605,198
24,0,2181,3650
24,1,605,198
25,0,2221,3650
25,1,565,198
26,0,2221,3650
26,1,565,198
27,0,2221,3650
27,1,565,198
28,0,2221,3650
28,1,565,198
29,0,2221,3650
29,1,565,198
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1450,1148
2,1,1585,1203
3,0,1450,1148
3,1,1585,1203
4,0,1575,1618
4,1,1585,1203
5,0,1575,1618
5,1,1585,1203
6,0,1575,1618
6,1,1585,1203
7,0,1625,1618
7,1,1735,1203
8,0,1625,1618
8,1,1735,1203
9,0,1625,1618
9,1,1735,1203
10,0,1625,1618
10,1,1735,1203
11,0,1625,1618
11,1,1735,1203
12,0,1575,1618
12,1,1785,1203
13,0,1575,1618
13,1,1785,1203
14,0,1700,2088
14,1,1785,1203
15,0,1700,2088
15,1,1985,1203
16,0,1700,2088
16,1,1985,1203
17,0,1700,2088
17,1,1985,1203
18,0,1700,2088
18,1,1985,1203
19,0,1700,2088
19,1,1985,1203
20,0,1700,2088
20,1,1985,1203
21,0,1700,2088
21,1,2085,1528
22,0,1700,2088
22,1,2085,1528
23,0,1700,2088
23,1,2085,1528
24,0,1650,2088
24,1,2235,1928
25,0,1650,2088
25,1,2235,1928
26,0,1650,2088
26,1,2235,1928
27,0,1650,2088
27,1,2235,1928
28,0,1650,2088
28,1,2235,1928
29,0,1650,2088
29,1,2235,1928
0,0,1550,1148
0,1,1585,1203
1,0,1600,1148
1,1,1535,1203
2,0,1600,1148
2,1,1535,1203
3,0,1600,1148
3,1,1535,1203
4,0,1350,1148
4,1,1785,1928
5,0,1350,1148
5,1,1785,1928
6,0,1350,1148
6,1,1785,1928
7,0,1350,1148
7,1,1885,2528
8,0,1350,1148
8,1,1885,2528
9,0,1350,1148
9,1,1885,2528
10,0,1350,1148
10,1,1885,2528
11,0,1680,1148
11,1,1555,2528
12,0,1680,1148
12,1,1555,2528
13,0,1680,1148
13,1,1555,2528
14,0,1880,1148
14,1,1555,2528
15,0,1880,1148
15,1,1555,2528
16,0,1880,1148
16,1,1555,2528
17,0,1930,1148
17,1,1455,2528
18,0,1930,1148
18,1,1455,2528
19,0,1930,1148
19,1,1455,2528
20,0,1930,1148
20,1,1455,2528
21,0,2290,1148
21,1,1095,1998
22,0,2290,1148
22,1,1095,1998
23,0,2290,1148
23,1,1095,1998
24,0,2290,1148
24,1,1095,1998
25,0,2290,1148
25,1,1295,1998
26,0,2240,1148
26,1,1295,1998
27,0,2240,1148
27,1,1295,1998
28,0,2240,1148
28,1,1295,1998
29,0,2240,1148
29,1,1295,1998
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1350,1148
2,1,1685,1528
3,0,1350,1148
3,1,1685,1528
4,0,1550,1148
4,1,1685,1528
5,0,1760,2088
5,1,1325,1528
6,0,1760,2088
6,1,1325,1528
7,0,1760,2088
7,1,1525,1528
8,0,1760,2088
8,1,1525,1528
9,0,1760,2088
9,1,1325,1528
10,0,1710,2088
10,1,1375,1528
11,0,1710,2088
11,1,1375,1528
12,0,1710,2088
12,1,1375,1528
13,0,1710,2088
13,1,1375,1528
14,0,1835,2578
14,1,1375,1528
15,0,1835,2578
15,1,1375,1528
16,0,1835,2578
16,1,1375,1528
17,0,1835,2578
17,1,1375,1528
18,0,1835,2578
18,1,1375,1528
19,0,2168,3650
19,1,575,403
20,0,2168,3650
20,1,575,403
21,0,2168,3650
21,1,775,403
22,0,2168,3650
22,1,775,403
23,0,2168,3650
23,1,775,403
24,0,2168,3650
24,1,775,403
25,0,2168,3650
25,1,775,403
26,0,2168,3650
26,1,775,403
27,0,2943,3784
27,1,0,0
28,0,2943,3784
28,1,0,0
29,0,2943,3784
29,1,0,0
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1375,1148
2,1,1660,1528
3,0,1630,1618
3,1,1330,1528
4,0,1755,2088
4,1,1330,1528
5,0,1755,2088
5,1,1330,1528
6,0,1755,2088
6,1,1330,1528
7,0,1755,2088
7,1,1330,1528
8,0,1755,2088
8,1,1330,1528
9,0,1755,2088
9,1,1330,1528
10,0,1205,2088
10,1,2080,1528
11,0,1205,2088
11,1,2080,1528
12,0,1205,2088
12,1,2080,1528
13,0,1855,2753
13,1,1280,1528
14,0,1855,2753
14,1,1280,1528
15,0,1855,2753
15,1,1180,1453
16,0,1855,2753
16,1,1180,1453
17,0,1855,2753
17,1,1380,1453
18,0,1830,2753
18,1,1405,1453
19,0,1830,2753
19,1,1405,1453
20,0,1830,2753
20,1,1405,1453
21,0,2231,3650
21,1,605,403
22,0,2231,3650
22,1,605,403
23,0,2231,3650
23,1,605,403
24,0,2231,3650
24,1,605,403
25,0,2231,3650
25,1,805,403
26,0,2131,3650
26,1,805,403
27,0,2131,3650
27,1,805,403
28,0,2324,3660
28,1,805,403
29,0,2324,3660
29,1,805,403
0,0,1550,1148
0,1,1585,1203
1,0,1600,1148
1,1,1535,1203
2,0,1600,1148
2,1,1535,1203
3,0,1600,1148
3,1,1535,1203
4,0,1400,1148
4,1,1635,1528
5,0,1400,1148
5,1,1535,1528
6,0,1600,1148
6,1,1535,1528
7,0,1600,1148
7,1,1735,1528
8,0,1600,1148
8,1,1735,1528
9,0,1600,1148
9,1,1735,1528
10,0,1600,1148
10,1,1735,1528
11,0,1600,1148
11,1,1735,1528
12,0,1600,1148
12,1,1735,1528
13,0,1600,1148
13,1,1735,1528
14,0,1600,1148
14,1,1735,1528
15,0,1600,1148
15,1,1735,1528
16,0,1350,1148
16,1,1885,3328
17,0,1350,1148
17,1,1985,3528
18,0,1350,1148
18,1,1985,3528
19,0,1350,1148
19,1,1985,3528
20,0,1350,1148
20,1,1985,3528
21,0,1350,1148
21,1,1985,3528
22,0,1350,1148
22,1,1985,3528
23,0,1350,1148
23,1,2085,3828
24,0,1300,1148
24,1,2135,3828
25,0,1300,1148
25,1,2135,3828
26,0,0,0
26,1,3435,3940
27,0,0,0
27,1,3435,3940
28,0,0,0
28,1,3435,3940
29,0,0,0
29,1,3435,3940
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1375,1148
2,1,1660,1528
3,0,1375,1148
3,1,1660,1528
4,0,1375,1148
4,1,1660,1528
5,0,1375,1148
5,1,1660,1528
6,0,1375,1148
6,1,1660,1528
7,0,1375,1148
7,1,1660,1528
8,0,1375,1148
8,1,1660,1528
9,0,1375,1148
9,1,1610,1528
10,0,1325,1148
10,1,1660,1528
11,0,1655,1148
11,1,1330,1528
12,0,1655,1148
12,1,1330,1528
13,0,1655,1148
13,1,1330,1528
14,0,1705,2088
14,1,1330,1528
15,0,1805,2088
15,1,1430,1528
16,0,1805,2088
16,1,1430,1528
17,0,1805,2088
17,1,1430,1528
18,0,1805,2088
18,1,1430,1528
19,0,1805,2088
19,1,1430,1528
20,0,1805,2088
20,1,1430,1528
21,0,1805,2088
21,1,1430,1528
22,0,1805,2088
22,1,1430,1528
23,0,1805,2088
23,1,1630,1528
24,0,1805,2088
24,1,1630,1528
25,0,1805,2088
25,1,1630,1528
26,0,1805,2088
26,1,1630,1528
27,0,1805,2088
27,1,1630,1528
28,0,1755,2088
28,1,1630,1528
29,0,1755,2088
29,1,1630,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1550,1148
4,1,1585,1203
5,0,1550,1148
5,1,1685,1528
6,0,1550,1148
6,1,1685,1528
7,0,1550,1148
7,1,1685,1528
8,0,1550,1148
8,1,1685,1528
9,0,1600,1148
9,1,1635,1528
10,0,1600,1148
10,1,1635,1528
11,0,1600,1148
11,1,1635,1528
12,0,1600,1148
12,1,1635,1528
13,0,1600,1148
13,1,1635,1528
14,0,1250,1148
14,1,1885,2728
15,0,1250,1148
15,1,1885,2728
16,0,1250,1148
16,1,1885,2728
17,0,1250,1148
17,1,1985,3328
18,0,1250,1148
18,1,1985,3328
19,0,1250,1148
19,1,1785,3328
20,0,1250,1148
20,1,1785,3328
21,0,1250,1148
21,1,1785,3328
22,0,1250,1148
22,1,1785,3328
23,0,1580,1148
23,1,1455,3253
24,0,1580,1148
24,1,1455,3253
25,0,1580,1148
25,1,1455,3253
26,0,1580,1148
26,1,1455,3253
27,0,1580,1148
27,1,1655,3253
28,0,1580,1148
28,1,1655,3253
29,0,1580,1148
29,1,1655,3253
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1550,1148
4,1,1585,1203
5,0,1550,1148
5,1,1585,1203
6,0,1550,1148
6,1,1585,1203
7,0,1550,1148
7,1,1685,1528
8,0,1550,1148
8,1,1685,1528
9,0,1550,1148
9,1,1685,1528
10,0,1500,1148
10,1,1835,1928
11,0,1500,1148
11,1,1835,1928
12,0,1500,1148
12,1,1835,1928
13,0,1500,1148
13,1,1835,1928
14,0,1500,1148
14,1,1835,1928
15,0,1785,1618
15,1,1475,1928
16,0,1785,1618
16,1,1475,1928
17,0,1785,1618
17,1,1475,1928
18,0,1785,1618
18,1,1475,1928
19,0,1785,1618
19,1,1475,1928
20,0,1535,1618
20,1,1925,1928
21,0,1535,1618
21,1,1925,1928
22,0,1485,1618
22,1,1975,1928
23,0,1815,1618
23,1,1645,1928
24,0,1815,1618
24,1,1645,1928
25,0,1815,1618
25,1,1845,1928
26,0,1815,1618
26,1,1845,1928
27,0,1815,1618
27,1,1645,1928
28,0,1815,1618
28,1,1645,1928
29,0,1815,1618
29,1,1645,1928
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1375,1148
2,1,1660,1528
3,0,1375,1148
3,1,1660,1528
4,0,1575,1148
4,1,1660,1528
5,0,1575,1148
5,1,1660,1528
6,0,1575,1148
6,1,1660,1528
7,0,1575,1148
7,1,1760,1928
8,0,1575,1148
8,1,1760,1928
9,0,1575,1148
9,1,1760,1928
10,0,1575,1148
10,1,1760,1928
11,0,1575,1148
11,1,1760,1928
12,0,1575,1148
12,1,1760,1928
13,0,1830,1618
13,1,1430,1928
14,0,1780,1618
14,1,1430,1928
15,0,1780,1618
15,1,1330,1928
16,0,1780,1618
16,1,1330,1928
17,0,1830,1618
17,1,1480,1928
18,0,1830,1618
18,1,1480,1928
19,0,1830,1618
19,1,1480,1928
20,0,1830,1618
20,1,1480,1928
21,0,1805,2088
21,1,1430,1928
22,0,1805,2088
22,1,1430,1928
23,0,1805,2088
23,1,1430,1928
24,0,1755,2088
24,1,1480,1928
25,0,1755,2088
25,1,1680,1928
26,0,1455,2088
26,1,2180,1928
27,0,1455,2088
27,1,2180,1928
28,0,1455,2088
28,1,2180,1928
29,0,1455,2088
29,1,2180,1928
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1550,1148
4,1,1585,1203
5,0,1550,1148
5,1,1485,1203
6,0,1550,1148
6,1,1485,1203
7,0,1600,1148
7,1,1635,1203
8,0,1600,1148
8,1,1635,1203
9,0,1600,1148
9,1,1635,1203
10,0,1600,1148
10,1,1635,1203
11,0,1600,1148
11,1,1635,1203
12,0,1600,1148
12,1,1635,1203
13,0,1735,2578
13,1,1275,1203
14,0,1735,2578
14,1,1275,1203
15,0,1735,2578
15,1,1275,1203
16,0,1735,2578
16,1,1275,1203
17,0,1735,2578
17,1,1475,1203
18,0,1735,2578
18,1,1475,1203
19,0,1735,2578
19,1,1475,1203
20,0,1860,2753
20,1,1475,1203
21,0,1860,2753
21,1,1475,1203
22,0,1860,2753
22,1,1475,1203
23,0,1860,2753
23,1,1475,1203
24,0,1860,2753
24,1,1475,1203
25,0,2304,3660
25,1,625,411
26,0,2304,3660
26,1,625,411
27,0,2304,3660
27,1,625,411
28,0,2304,3660
28,1,625,411
29,0,2304,3660
29,1,825,411
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1760,2088
3,1,1225,1203
4,0,1810,2753
4,1,1225,1203
5,0,1810,2753
5,1,1225,1203
6,0,1810,2753
6,1,1225,1203
7,0,1810,2753
7,1,1225,1203
8,0,1810,2753
8,1,1225,1203
9,0,1810,2753
9,1,1225,1203
10,0,1810,2753
10,1,1225,1203
11,0,1810,2753
11,1,1225,1203
12,0,1635,2753
12,1,1400,1203
13,0,1635,2753
13,1,1400,1203
14,0,1835,2753
14,1,1400,1203
15,0,1835,2753
15,1,1400,1203
16,0,1835,2753
16,1,1400,1203
17,0,1835,2753
17,1,1400,1203
18,0,1835,2753
18,1,1400,1203
19,0,1835,2753
19,1,1400,1203
20,0,1835,2753
20,1,1400,1203
21,0,1835,2753
21,1,1400,1203
22,0,1960,2928
22,1,1400,1203
23,0,1960,2928
23,1,1350,1203
24,0,1960,2928
24,1,1350,1203
25,0,1960,2928
25,1,1350,1203
26,0,1960,2928
26,1,1350,1203
27,0,1960,2928
27,1,1350,1203
28,0,1960,2928
28,1,1350,1203
29,0,2010,2928
29,1,1500,1203
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1300,1148
4,1,1835,1928
5,0,1300,1148
5,1,1835,1928
6,0,1300,1148
6,1,1835,1928
7,0,1300,1148
7,1,1935,2528
8,0,1300,1148
8,1,1935,2528
9,0,1300,1148
9,1,1935,2528
10,0,1300,1148
10,1,1935,2528
11,0,1350,1148
11,1,1885,2528
12,0,1350,1148
12,1,1885,2528
13,0,1350,1148
13,1,1885,2528
14,0,750,608
14,1,2185,3828
15,0,750,608
15,1,2285,4028
16,0,950,608
16,1,2285,4028
17,0,950,608
17,1,2285,4028
18,0,950,608
18,1,2285,4028
19,0,950,608
19,1,2285,4028
20,0,950,608
20,1,2285,4028
21,0,950,608
21,1,2285,4028
22,0,900,608
22,1,2335,4028
23,0,900,608
23,1,2335,4028
24,0,900,608
24,1,2335,4028
25,0,900,608
25,1,2335,4028
26,0,850,608
26,1,2471,4348
27,0,850,608
27,1,2653,4376
28,0,850,608
28,1,2653,4376
29,0,850,608
29,1,2653,4376
0,0,1550,1148
0,1,1585,1203
1,0,1600,1148
1,1,1535,1203
2,0,1400,1148
2,1,1635,1528
3,0,1655,1618
3,1,1305,1528
4,0,1780,2088
4,1,1305,1528
5,0,1780,2088
5,1,1305,1528
6,0,1780,2088
6,1,1305,1528
7,0,1780,2088
7,1,1305,1528
8,0,1730,2088
8,1,1355,1528
9,0,1730,2088
9,1,1555,1528
10,0,1730,2088
10,1,1555,1528
11,0,1730,2088
11,1,1555,1528
12,0,1680,2088
12,1,1605,1528
13,0,1680,2088
13,1,1605,1528
14,0,1805,2578
14,1,1605,1528
15,0,1805,2578
15,1,1605,1528
16,0,1805,2578
16,1,1605,1528
17,0,1805,2578
17,1,1605,1528
18,0,1805,2578
18,1,1605,1528
19,0,1805,2578
19,1,1805,1528
20,0,1805,2578
20,1,1805,1528
21,0,1855,2578
21,1,1755,1528
22,0,1855,2578
22,1,1755,1528
23,0,1855,2578
23,1,1755,1528
24,0,1805,2578
24,1,2005,1528
25,0,1805,2578
25,1,2005,1528
26,0,1805,2578
26,1,2005,1528
27,0,1805,2578
27,1,2005,1528
28,0,1805,2578
28,1,2005,1528
29,0,1805,2578
29,1,2005,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1550,1148
4,1,1585,1203
5,0,1730,2088
5,1,1255,1203
6,0,1680,2088
6,1,1255,1203
7,0,1680,2088
7,1,1455,1203
8,0,1680,2088
8,1,1455,1203
9,0,1680,2088
9,1,1455,1203
10,0,1680,2088
10,1,1455,1203
11,0,1680,2088
11,1,1455,1203
12,0,1680,2088
12,1,1455,1203
13,0,1730,2088
13,1,1405,1203
14,0,1730,2088
14,1,1405,1203
15,0,2000,3634
15,1,605,411
16,0,2000,3634
16,1,605,411
17,0,2000,3634
17,1,605,411
18,0,2000,3634
18,1,605,411
19,0,2000,3634
19,1,605,411
20,0,1900,3634
20,1,605,411
21,0,1900,3634
21,1,805,411
22,0,2095,3640
22,1,805,411
23,0,2095,3640
23,1,805,411
24,0,2095,3640
24,1,805,411
25,0,2095,3640
25,1,805,411
26,0,2095,3640
26,1,805,411
27,0,2144,3650
27,1,949,411
28,0,2144,3650
28,1,949,411
29,0,2144,3650
29,1,949,411
0,0,1550,1148
0,1,1585,1203
1,0,1600,1148
1,1,1535,1203
2,0,1600,1148
2,1,1635,1528
3,0,1600,1148
3,1,1635,1528
4,0,1600,1148
4,1,1635,1528
5,0,1600,1148
5,1,1635,1528
6,0,1600,1148
6,1,1635,1528
7,0,1600,1148
7,1,1635,1528
8,0,1550,1148
8,1,1635,1528
9,0,1550,1148
9,1,1635,1528
10,0,1550,1148
10,1,1635,1528
11,0,1550,1148
11,1,1635,1528
12,0,1550,1148
12,1,1635,1528
13,0,1600,1148
13,1,1535,1528
14,0,1550,1148
14,1,1685,1928
15,0,1550,1148
15,1,1685,1928
16,0,1550,1148
16,1,1685,1928
17,0,1550,1148
17,1,1685,1928
18,0,1550,1148
18,1,1685,1928
19,0,1550,1148
19,1,1785,2528
20,0,1550,1148
20,1,1785,2528
21,0,1550,1148
21,1,1785,2528
22,0,450,164
22,1,2362,4362
23,0,450,164
23,1,2362,4362
24,0,650,164
24,1,2362,4362
25,0,650,164
25,1,2362,4362
26,0,650,164
26,1,2362,4362
27,0,650,164
27,1,2542,4394
28,0,650,164
28,1,2542,4394
29,0,650,164
29,1,2542,4394
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1450,1148
2,1,1585,1203
3,0,1705,1618
3,1,1255,1203
4,0,1755,2578
4,1,1255,1203
5,0,1755,2578
5,1,1255,1203
6,0,1755,2578
6,1,1255,1203
7,0,1755,2578
7,1,1255,1203
8,0,1755,2578
8,1,1255,1203
9,0,1755,2578
9,1,1255,1203
10,0,1755,2578
10,1,1255,1203
11,0,1755,2578
11,1,1255,1203
12,0,1755,2578
12,1,1255,1203
13,0,1755,2578
13,1,1255,1203
14,0,1880,2753
14,1,1255,1203
15,0,1880,2753
15,1,1255,1203
16,0,1880,2753
16,1,1255,1203
17,0,1880,2753
17,1,1455,1203
18,0,1880,2753
18,1,1455,1203
19,0,1880,2753
19,1,1455,1203
20,0,1830,2753
20,1,1505,1203
21,0,1830,2753
21,1,1705,1203
22,0,1955,2928
22,1,1705,1203
23,0,1955,2928
23,1,1705,1203
24,0,1955,2928
24,1,1705,1203
25,0,2578,3694
25,1,730,453
26,0,2578,3694
26,1,730,453
27,0,2578,3694
27,1,730,453
28,0,2733,3720
28,1,760,453
29,0,2733,3720
29,1,960,453
0,0,1500,1148
0,1,1635,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1730,2088
3,1,1255,1203
4,0,1855,2578
4,1,1255,1203
5,0,1855,2578
5,1,1255,1203
6,0,1855,2578
6,1,1255,1203
7,0,1855,2578
7,1,1455,1203
8,0,1855,2578
8,1,1455,1203
9,0,1855,2578
9,1,1455,1203
10,0,1855,2578
10,1,1455,1203
11,0,2181,3650
11,1,655,415
12,0,2181,3650
12,1,655,415
13,0,2181,3650
13,1,655,415
14,0,2181,3650
14,1,655,415
15,0,2181,3650
15,1,655,415
16,0,2181,3650
16,1,655,415
17,0,2181,3650
17,1,655,415
18,0,2181,3650
18,1,655,415
19,0,2181,3650
19,1,655,415
20,0,2131,3650
20,1,655,415
21,0,2131,3650
21,1,655,415
22,0,2131,3650
22,1,655,415
23,0,2131,3650
23,1,655,415
24,0,2131,3650
24,1,655,415
25,0,2131,3650
25,1,655,415
26,0,2324,3660
26,1,655,415
27,0,2324,3660
27,1,605,411
28,0,2324,3660
28,1,605,411
29,0,2324,3660
29,1,605,411
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1730,2088
3,1,1255,1203
4,0,1680,2088
4,1,1305,1203
5,0,1890,2753
5,1,945,1103
6,0,2015,2928
6,1,945,1103
7,0,2015,2928
7,1,1145,1103
8,0,2015,2928
8,1,1145,1103
9,0,2015,2928
9,1,1145,1103
10,0,2015,2928
10,1,1145,1103
11,0,2015,2928
11,1,1145,1103
12,0,2015,2928
12,1,1145,1103
13,0,2015,2928
13,1,1145,1103
14,0,2015,2928
14,1,1145,1103
15,0,2015,2928
15,1,1145,1103
16,0,2065,3278
16,1,1145,1103
17,0,2065,3278
17,1,1345,1103
18,0,2065,3278
18,1,1345,1103
19,0,2115,3278
19,1,1295,1103
20,0,2115,3278
20,1,1295,1103
21,0,3033,3746
21,1,145,28
22,0,3033,3746
22,1,145,28
23,0,3033,3746
23,1,345,28
24,0,3033,3746
24,1,345,28
25,0,3061,3746
25,1,317,28
26,0,3261,3746
26,1,317,28
27,0,3279,3746
27,1,299,28
28,0,3279,3746
28,1,299,28
29,0,3279,3746
29,1,299,28
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1375,1148
2,1,1660,1528
3,0,1375,1148
3,1,1660,1528
4,0,1375,1148
4,1,1660,1528
5,0,1375,1148
5,1,1660,1528
6,0,1375,1148
6,1,1660,1528
7,0,1630,1618
7,1,1330,1528
8,0,1630,1618
8,1,1330,1528
9,0,1630,1618
9,1,1330,1528
10,0,1630,1618
10,1,1330,1528
11,0,1680,1618
11,1,1480,1528
12,0,1680,1618
12,1,1480,1528
13,0,1730,1618
13,1,1430,1528
14,0,1730,1618
14,1,1430,1528
15,0,1730,1618
15,1,1430,1528
16,0,1730,1618
16,1,1430,1528
17,0,1730,1618
17,1,1430,1528
18,0,1730,1618
18,1,1430,1528
19,0,1730,1618
19,1,1430,1528
20,0,1730,1618
20,1,1430,1528
21,0,1730,1618
21,1,1430,1528
22,0,1680,1618
22,1,1680,1528
23,0,1680,1618
23,1,1630,1528
24,0,1680,1618
24,1,1630,1528
25,0,1680,1618
25,1,1630,1528
26,0,1680,1618
26,1,1630,1528
27,0,1680,1618
27,1,1630,1528
28,0,1680,1618
28,1,1630,1528
29,0,1680,1618
29,1,1830,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1550,1148
4,1,1585,1203
5,0,1550,1148
5,1,1585,1203
6,0,1550,1148
6,1,1585,1203
7,0,1550,1148
7,1,1585,1203
8,0,1550,1148
8,1,1585,1203
9,0,1550,1148
9,1,1685,1528
10,0,1550,1148
10,1,1685,1528
11,0,1550,1148
11,1,1685,1528
12,0,1550,1148
12,1,1685,1528
13,0,1550,1148
13,1,1685,1528
14,0,1675,1618
14,1,1685,1528
15,0,1675,1618
15,1,1685,1528
16,0,1675,1618
16,1,1685,1528
17,0,1675,1618
17,1,1685,1528
18,0,1675,1618
18,1,1685,1528
19,0,1675,1618
19,1,1685,1528
20,0,1675,1618
20,1,1685,1528
21,0,1675,1618
21,1,1635,1528
22,0,1800,2088
22,1,1635,1528
23,0,1800,2088
23,1,1635,1528
24,0,1800,2088
24,1,1635,1528
25,0,1800,2088
25,1,1835,1528
26,0,1800,2088
26,1,1835,1528
27,0,1800,2088
27,1,1835,1528
28,0,1800,2088
28,1,1835,1528
29,0,1800,2088
29,1,1835,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1450,1148
2,1,1585,1203
3,0,1450,1148
3,1,1585,1203
4,0,1400,1148
4,1,1735,1528
5,0,1655,1618
5,1,1405,1528
6,0,1655,1618
6,1,1405,1528
7,0,1655,1618
7,1,1405,1528
8,0,1655,1618
8,1,1405,1528
9,0,1655,1618
9,1,1405,1528
10,0,1655,1618
10,1,1405,1528
11,0,1655,1618
11,1,1405,1528
12,0,1605,1618
12,1,1455,1528
13,0,1605,1618
13,1,1455,1528
14,0,1355,1618
14,1,1905,1528
15,0,1355,1618
15,1,1905,1528
16,0,1355,1618
16,1,1905,1528
17,0,1355,1618
17,1,1905,1528
18,0,1355,1618
18,1,1905,1528
19,0,1355,1618
19,1,1905,1528
20,0,1355,1618
20,1,1905,1528
21,0,1355,1618
21,1,1905,1528
22,0,1355,1618
22,1,1905,1528
23,0,1355,1618
23,1,1905,1528
24,0,1355,1618
24,1,1905,1528
25,0,2140,3103
25,1,745,740
26,0,2140,3103
26,1,745,740
27,0,1990,3453
27,1,645,403
28,0,1940,3453
28,1,645,403
29,0,1990,3453
29,1,795,403
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1730,2088
3,1,1255,1203
4,0,1730,2088
4,1,1255,1203
5,0,1730,2088
5,1,1255,1203
6,0,1730,2088
6,1,1255,1203
7,0,1730,2088
7,1,1455,1203
8,0,1680,2088
8,1,1455,1203
9,0,1680,2088
9,1,1455,1203
10,0,1680,2088
10,1,1455,1203
11,0,1730,2088
11,1,1405,1203
12,0,1730,2088
12,1,1405,1203
13,0,1730,2088
13,1,1405,1203
14,0,1530,2088
14,1,1605,1203
15,0,1530,2088
15,1,1605,1203
16,0,1730,2088
16,1,1605,1203
17,0,1730,2088
17,1,1605,1203
18,0,1730,2088
18,1,1605,1203
19,0,1730,2088
19,1,1605,1203
20,0,1730,2088
20,1,1605,1203
21,0,1730,2088
21,1,1605,1203
22,0,1730,2088
22,1,1605,1203
23,0,1730,2088
23,1,1805,1203
