turn,player,money,tap
29,0,480,230
29,1,2199,4336
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1675,1618
2,1,1585,1203
3,0,1675,1618
3,1,1585,1203
4,0,1675,1618
4,1,1585,1203
5,0,1675,1618
5,1,1585,1203
6,0,1675,1618
6,1,1585,1203
7,0,1675,1618
7,1,1585,1203
8,0,1625,1618
8,1,1635,1203
9,0,1625,1618
9,1,1835,1203
10,0,1425,1618
10,1,2035,1203
11,0,1425,1618
11,1,2035,1203
12,0,1175,1618
12,1,2185,2728
13,0,1175,1618
13,1,2185,2728
14,0,1175,1618
14,1,2185,2728
15,0,1175,1618
15,1,2185,2728
16,0,1175,1618
16,1,2185,2728
17,0,1175,1618
17,1,2185,2728
18,0,1175,1618
18,1,2185,2728
19,0,1175,1618
19,1,2185,2728
20,0,1175,1618
20,1,2185,2728
21,0,1175,1618
21,1,2185,2728
22,0,1175,1618
22,1,2185,2728
23,0,1175,1618
23,1,2185,2728
24,0,925,1518
24,1,2435,3528
25,0,925,1518
25,1,2435,3528
26,0,925,1518
26,1,2435,3528
27,0,925,1518
27,1,2435,3528
28,0,925,1518
28,1,2435,3528
29,0,925,1518
29,1,2435,3528
0,0,1500,1148
0,1,1635,1203
1,0,1500,1148
1,1,1635,1203
2,0,1500,1148
2,1,1635,1203
3,0,1500,1148
3,1,1635,1203
4,0,1625,1618
4,1,1635,1203
5,0,1625,1618
5,1,1635,1203
6,0,1625,1618
6,1,1635,1203
7,0,1625,1618
7,1,1635,1203
8,0,1625,1618
8,1,1635,1203
9,0,1625,1618
9,1,1835,1203
10,0,1625,1618
10,1,1835,1203
11,0,1625,1618
11,1,1835,1203
12,0,1375,1618
12,1,2085,1928
13,0,1375,1618
13,1,2085,1928
14,0,1375,1618
14,1,2085,1928
15,0,1375,1618
15,1,2085,1928
16,0,1375,1618
16,1,2085,1928
17,0,1375,1618
17,1,2185,2528
18,0,1375,1618
18,1,2185,2528
19,0,1375,1618
19,1,2185,2528
20,0,275,120
20,1,2723,4414
21,0,275,120
21,1,2723,4414
22,0,475,120
22,1,2723,4414
23,0,475,120
23,1,2723,4414
24,0,461,120
24,1,2737,4414
25,0,461,120
25,1,2737,4414
26,0,461,120
26,1,2737,4414
27,0,461,120
27,1,2637,4414
28,0,661,120
28,1,2637,4414
29,0,661,120
29,1,2637,4414
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1450,1148
2,1,1585,1203
3,0,1450,1148
3,1,1585,1203
4,0,1575,1618
4,1,1585,1203
5,0,1575,1618
5,1,1585,1203
6,0,1575,1618
6,1,1585,1203
7,0,1575,1618
7,1,1785,1203
8,0,1575,1618
8,1,1785,1203
9,0,1575,1618
9,1,1785,1203
10,0,1525,1618
10,1,1835,1203
11,0,1525,1618
11,1,1835,1203
12,0,1650,2088
12,1,1835,1203
13,0,1650,2088
13,1,1835,1203
14,0,1450,2088
14,1,1835,1203
15,0,1735,2578
15,1,1475,1203
16,0,1735,2578
16,1,1475,1203
17,0,1735,2578
17,1,1475,1203
18,0,1735,2578
18,1,1475,1203
19,0,1735,2578
19,1,1475,1203
20,0,1735,2578
20,1,1475,1203
21,0,1735,2578
21,1,1475,1203
22,0,1535,2578
22,1,1675,1203
23,0,1535,2578
23,1,1675,1203
24,0,1735,2578
24,1,1675,1203
25,0,1735,2578
25,1,1675,1203
26,0,1735,2578
26,1,1675,1203
27,0,1735,2578
27,1,1675,1203
28,0,1735,2578
28,1,1675,1203
29,0,1735,2578
29,1,1675,1203
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1730,2088
3,1,1255,1203
4,0,1530,2088
4,1,1455,1203
5,0,1530,2088
5,1,1655,1203
6,0,1730,2088
6,1,1655,1203
7,0,1730,2088
7,1,1655,1203
8,0,1730,2088
8,1,1655,1203
9,0,1730,2088
9,1,1655,1203
10,0,1730,2088
10,1,1655,1203
11,0,1730,2088
11,1,1655,1203
12,0,1730,2088
12,1,1655,1203
13,0,1730,2088
13,1,1855,1203
14,0,1730,2088
14,1,1855,1203
15,0,1730,2088
15,1,1855,1203
16,0,1680,2088
16,1,1905,1203
17,0,1680,2088
17,1,1905,1203
18,0,1630,2088
18,1,2055,1528
19,0,1630,2088
19,1,2055,1528
20,0,1630,2088
20,1,2055,1528
21,0,1630,2088
21,1,2055,1528
22,0,1630,2088
22,1,2055,1528
23,0,1630,2088
23,1,2055,1528
24,0,1630,2088
24,1,2055,1528
25,0,1630,2088
25,1,2055,1528
26,0,1630,2088
26,1,2055,1528
27,0,1630,2088
27,1,2055,1528
28,0,1630,2088
28,1,2055,1528
29,0,1630,2088
29,1,2005,1528
0,0,1550,1148
0,1,1585,1203
1,0,1600,1148
1,1,1535,1203
2,0,1600,1148
2,1,1535,1203
3,0,1600,1148
3,1,1535,1203
4,0,1575,1148
4,1,1660,1528
5,0,1575,1148
5,1,1660,1528
6,0,1575,1148
6,1,1660,1528
7,0,1575,1148
7,1,1660,1528
8,0,1575,1148
8,1,1660,1528
9,0,1575,1148
9,1,1660,1528
10,0,1575,1148
10,1,1660,1528
11,0,1575,1148
11,1,1660,1528
12,0,1375,1148
12,1,1760,1928
13,0,1375,1148
13,1,1760,1928
14,0,1575,1148
14,1,1760,1928
15,0,1575,1148
15,1,1760,1928
16,0,1575,1148
16,1,1760,1928
17,0,1575,1148
17,1,1760,1928
18,0,1575,1148
18,1,1760,1928
19,0,1575,1148
19,1,1760,1928
20,0,1575,1148
20,1,1760,1928
21,0,1830,1618
21,1,1430,1928
22,0,1830,1618
22,1,1430,1928
23,0,1830,1618
23,1,1430,1928
24,0,1780,1618
24,1,1480,1928
25,0,1780,1618
25,1,1380,1928
26,0,1905,2088
26,1,1380,1928
27,0,1905,2088
27,1,1580,1928
28,0,1905,2088
28,1,1580,1928
29,0,1905,2088
29,1,1580,1928
0,0,1500,1148
0,1,1635,1203
1,0,1500,1148
1,1,1635,1203
2,0,1325,1148
2,1,1710,1528
3,0,1655,1148
3,1,1380,1528
4,0,1705,2088
4,1,1380,1528
5,0,1705,2088
5,1,1380,1528
6,0,1705,2088
6,1,1380,1528
7,0,1705,2088
7,1,1380,1528
8,0,1705,2088
8,1,1380,1528
9,0,1705,2088
9,1,1580,1528
10,0,1705,2088
10,1,1580,1528
11,0,1705,2088
11,1,1580,1528
12,0,1705,2088
12,1,1580,1528
13,0,1705,2088
13,1,1580,1528
14,0,1830,2578
14,1,1580,1528
15,0,1830,2578
15,1,1580,1528
16,0,1830,2578
16,1,1580,1528
17,0,1830,2578
17,1,1780,1528
18,0,1830,2578
18,1,1780,1528
19,0,1830,2578
19,1,1780,1528
20,0,1830,2578
20,1,1780,1528
21,0,1830,2578
21,1,1780,1528
22,0,1830,2578
22,1,1780,1528
23,0,1830,2578
23,1,1780,1528
24,0,1780,2578
24,1,2030,1528
25,0,1780,2578
25,1,2030,1528
26,0,1780,2578
26,1,2030,1528
27,0,2255,3453
27,1,1380,1528
28,0,2255,3453
28,1,1380,1528
29,0,2255,3453
29,1,1380,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1375,1148
2,1,1660,1528
3,0,1375,1148
3,1,1660,1528
4,0,1575,1148
4,1,1660,1528
5,0,1755,2088
5,1,1330,1528
6,0,1755,2088
6,1,1330,1528
7,0,1755,2088
7,1,1330,1528
8,0,1755,2088
8,1,1330,1528
9,0,1755,2088
9,1,1330,1528
10,0,1755,2088
10,1,1330,1528
11,0,1755,2088
11,1,1530,1528
12,0,1755,2088
12,1,1530,1528
13,0,1755,2088
13,1,1530,1528
14,0,1755,2088
14,1,1530,1528
15,0,1755,2088
15,1,1530,1528
16,0,1455,2088
16,1,2030,1528
17,0,1455,2088
17,1,2030,1528
18,0,1455,2088
18,1,2030,1528
19,0,1455,2088
19,1,2030,1528
20,0,1455,2088
20,1,2030,1528
21,0,1455,2088
21,1,2030,1528
22,0,1455,2088
22,1,2030,1528
23,0,1455,2088
23,1,2030,1528
24,0,1455,2088
24,1,2030,1528
25,0,1455,2088
25,1,2030,1528
26,0,1355,2088
26,1,2030,1528
27,0,1355,2088
27,1,2030,1528
28,0,1555,2088
28,1,2030,1528
29,0,1605,2088
29,1,2180,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1500,1148
4,1,1635,1203
5,0,1500,1148
5,1,1635,1203
6,0,1500,1148
6,1,1635,1203
7,0,1550,1148
7,1,1685,1528
8,0,1550,1148
8,1,1685,1528
9,0,1550,1148
9,1,1685,1528
10,0,1550,1148
10,1,1685,1528
11,0,1550,1148
11,1,1685,1528
12,0,1675,1618
12,1,1685,1528
13,0,1675,1618
13,1,1685,1528
14,0,1675,1618
14,1,1685,1528
15,0,1675,1618
15,1,1685,1528
16,0,1675,1618
16,1,1685,1528
17,0,1675,1618
17,1,1685,1528
18,0,1675,1618
18,1,1685,1528
19,0,1675,1618
19,1,1635,1528
20,0,1475,1618
20,1,1835,1528
21,0,1475,1618
21,1,1835,1528
22,0,1675,1618
22,1,1835,1528
23,0,1675,1618
23,1,1835,1528
24,0,1675,1618
24,1,1835,1528
25,0,1675,1618
25,1,1835,1528
26,0,1675,1618
26,1,1835,1528
27,0,1675,1618
27,1,1835,1528
28,0,1675,1618
28,1,1835,1528
29,0,1675,1618
29,1,1785,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1500,1148
2,1,1635,1203
3,0,1500,1148
3,1,1635,1203
4,0,1625,1618
4,1,1635,1203
5,0,1805,2578
5,1,1305,1203
6,0,1805,2578
6,1,1305,1203
7,0,1805,2578
7,1,1305,1203
8,0,1805,2578
8,1,1305,1203
9,0,1805,2578
9,1,1305,1203
10,0,1805,2578
10,1,1305,1203
11,0,1805,2578
11,1,1305,1203
12,0,1805,2578
12,1,1305,1203
13,0,1855,2578
13,1,1255,1203
14,0,1905,2928
14,1,1255,1203
15,0,2528,3694
15,1,280,128
16,0,2528,3694
16,1,280,128
17,0,2528,3694
17,1,480,128
18,0,2528,3694
18,1,480,128
19,0,2534,3694
19,1,474,128
20,0,2534,3694
20,1,474,128
21,0,2534,3694
21,1,474,128
22,0,2534,3694
22,1,474,128
23,0,2534,3694
23,1,474,128
24,0,2534,3694
24,1,474,128
25,0,2534,3694
25,1,474,128
26,0,2534,3694
26,1,474,128
27,0,2534,3694
27,1,474,128
28,0,2484,3694
28,1,474,128
29,0,2484,3694
29,1,474,128
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1375,1148
2,1,1660,1528
3,0,1630,1618
3,1,1330,1528
4,0,1580,1618
4,1,1580,1528
5,0,1580,1618
5,1,1580,1528
6,0,1580,1618
6,1,1580,1528
7,0,1580,1618
7,1,1780,1528
8,0,1580,1618
8,1,1780,1528
9,0,1580,1618
9,1,1780,1528
10,0,1705,2088
10,1,1780,1528
11,0,1705,2088
11,1,1780,1528
12,0,1705,2088
12,1,1780,1528
13,0,2130,3278
13,1,980,1338
14,0,2130,3278
14,1,980,1338
15,0,2130,3278
15,1,980,1338
16,0,2130,3278
16,1,980,1338
17,0,2130,3278
17,1,1180,1338
18,0,2130,3278
18,1,1180,1338
19,0,2130,3278
19,1,1180,1338
20,0,2030,3278
20,1,1180,1338
21,0,2030,3278
21,1,1180,1338
22,0,2155,3453
22,1,1180,1338
23,0,3148,3746
23,1,30,28
24,0,3148,3746
24,1,30,28
25,0,3218,3746
25,1,160,28
26,0,3218,3746
26,1,160,28
27,0,3218,3746
27,1,160,28
28,0,3218,3746
28,1,160,28
29,0,3378,3976
29,1,0,0
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1500,1148
2,1,1735,1528
3,0,1500,1148
3,1,1735,1528
4,0,1500,1148
4,1,1735,1528
5,0,1500,1148
5,1,1735,1528
6,0,1500,1148
6,1,1735,1528
7,0,1500,1148
7,1,1735,1528
8,0,1500,1148
8,1,1735,1528
9,0,1500,1148
9,1,1685,1528
10,0,1000,1073
10,1,1885,3328
11,0,1000,1073
11,1,1885,3328
12,0,1000,1073
12,1,1885,3328
13,0,1000,1073
13,1,1885,3328
14,0,1000,1073
14,1,1885,3328
15,0,1000,1073
15,1,1985,3528
16,0,950,1073
16,1,2035,3528
17,0,950,1073
17,1,2035,3528
18,0,950,1073
18,1,2035,3528
19,0,975,1073
19,1,2010,3528
20,0,975,1073
20,1,2010,3528
21,0,1305,1073
21,1,1680,3528
22,0,1305,1073
22,1,1680,3528
23,0,1305,1073
23,1,1880,3528
24,0,1305,1073
24,1,1880,3528
25,0,1305,1073
25,1,1880,3528
26,0,1305,1073
26,1,1880,3528
27,0,1305,1073
27,1,1880,3528
28,0,1305,1073
28,1,1880,3528
29,0,1305,1073
29,1,1880,3528
0,0,1300,1148
0,1,1835,1928
1,0,1300,1148
1,1,1835,1928
2,0,1300,1148
2,1,1835,1928
3,0,1630,1148
3,1,1505,1928
4,0,1630,1148
4,1,1505,1928
5,0,1630,1148
5,1,1505,1928
6,0,1630,1148
6,1,1505,1928
7,0,1630,1148
7,1,1505,1928
8,0,1580,1148
8,1,1555,1928
9,0,1580,1148
9,1,1555,1928
10,0,1330,1148
10,1,1905,2528
11,0,1330,1148
11,1,1855,2528
12,0,1330,1148
12,1,1855,2528
13,0,1660,1148
13,1,1525,2528
14,0,1660,1148
14,1,1525,2528
15,0,1660,1148
15,1,1525,2528
16,0,1660,1148
16,1,1525,2528
17,0,1660,1148
17,1,1725,2528
18,0,1660,1148
18,1,1725,2528
19,0,1660,1148
19,1,1725,2528
20,0,1660,1148
20,1,1725,2528
21,0,1660,1148
21,1,1725,2528
22,0,1560,1148
22,1,1725,2528
23,0,1560,1148
23,1,1725,2528
24,0,1760,1148
24,1,1725,2528
25,0,1760,1148
25,1,1925,2528
26,0,1760,1148
26,1,1925,2528
27,0,1760,1148
27,1,1925,2528
28,0,1760,1148
28,1,1925,2528
29,0,1760,1148
29,1,1925,2528
0,0,1300,1148
0,1,1835,1928
1,0,1300,1148
1,1,1835,1928
2,0,1200,1148
2,1,1835,2528
3,0,1530,1148
3,1,1505,2528
4,0,1530,1148
4,1,1505,2528
5,0,1530,1148
5,1,1505,2528
6,0,1530,1148
6,1,1505,2528
7,0,1530,1148
7,1,1505,2528
8,0,1530,1148
8,1,1505,2528
9,0,1530,1148
9,1,1705,2528
10,0,1530,1148
10,1,1705,2528
11,0,1530,1148
11,1,1505,2528
12,0,1530,1148
12,1,1505,2528
13,0,1530,1148
13,1,1505,2528
14,0,1680,1148
14,1,1555,2528
15,0,1730,1148
15,1,1505,2528
16,0,1530,1148
16,1,1505,2528
17,0,1530,1148
17,1,1505,2528
18,0,1530,1148
18,1,1505,2528
19,0,1530,1148
19,1,1505,2528
20,0,1530,1148
20,1,1505,2528
21,0,1530,1148
21,1,1505,2528
22,0,1530,1148
22,1,1505,2528
23,0,1530,1148
23,1,1505,2528
24,0,930,1048
24,1,2005,3328
25,0,930,1048
25,1,2005,3328
26,0,680,368
26,1,2155,4128
27,0,680,368
27,1,2105,4128
28,0,680,368
28,1,2105,4128
29,0,680,368
29,1,2105,4128
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1450,1148
4,1,1585,1203
5,0,1705,1618
5,1,1255,1203
6,0,1755,2578
6,1,1255,1203
7,0,1755,2578
7,1,1255,1203
8,0,1755,2578
8,1,1255,1203
9,0,1755,2578
9,1,1255,1203
10,0,1755,2578
10,1,1255,1203
11,0,1755,2578
11,1,1255,1203
12,0,1555,2578
12,1,1455,1203
13,0,1555,2578
13,1,1405,1203
14,0,1755,2578
14,1,1405,1203
15,0,1755,2578
15,1,1405,1203
16,0,1755,2578
16,1,1405,1203
17,0,1755,2578
17,1,1405,1203
18,0,1755,2578
18,1,1405,1203
19,0,1755,2578
19,1,1605,1203
20,0,1580,2578
20,1,1780,1203
21,0,1580,2578
21,1,1780,1203
22,0,1580,2578
22,1,1780,1203
23,0,1580,2578
23,1,1780,1203
24,0,1580,2578
24,1,1780,1203
25,0,1580,2578
25,1,1780,1203
26,0,1580,2578
26,1,1780,1203
27,0,2080,3278
27,1,980,1103
28,0,2080,3278
28,1,980,1103
29,0,2080,3278
29,1,980,1103
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1500,1148
2,1,1635,1203
3,0,1500,1148
3,1,1635,1203
4,0,1500,1148
4,1,1635,1203
5,0,1500,1148
5,1,1735,1528
6,0,1500,1148
6,1,1735,1528
7,0,1500,1148
7,1,1735,1528
8,0,1500,1148
8,1,1735,1528
9,0,1500,1148
9,1,1735,1528
10,0,1500,1148
10,1,1735,1528
11,0,1550,1148
11,1,1685,1528
12,0,1550,1148
12,1,1685,1528
13,0,1550,1148
13,1,1685,1528
14,0,1675,1618
14,1,1685,1528
15,0,1675,1618
15,1,1885,1528
16,0,1675,1618
16,1,1885,1528
17,0,1675,1618
17,1,1885,1528
18,0,1675,1618
18,1,1885,1528
19,0,1675,1618
19,1,1885,1528
20,0,1675,1618
20,1,1885,1528
21,0,1675,1618
21,1,1885,1528
22,0,1675,1618
22,1,1885,1528
23,0,1675,1618
23,1,1885,1528
24,0,1575,1618
24,1,1885,1528
25,0,1575,1618
25,1,2085,1528
26,0,1700,2088
26,1,2085,1528
27,0,1700,2088
27,1,2085,1528
28,0,1700,2088
28,1,2085,1528
29,0,1700,2088
29,1,2085,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1375,1148
4,1,1660,1528
5,0,1375,1148
5,1,1660,1528
6,0,1575,1148
6,1,1660,1528
7,0,1575,1148
7,1,1660,1528
8,0,1575,1148
8,1,1660,1528
9,0,1575,1148
9,1,1660,1528
10,0,1575,1148
10,1,1660,1528
11,0,1755,2088
11,1,1330,1528
12,0,1555,2088
12,1,1530,1528
13,0,1555,2088
13,1,1530,1528
14,0,1755,2088
14,1,1530,1528
15,0,1755,2088
15,1,1530,1528
16,0,1755,2088
16,1,1530,1528
17,0,1755,2088
17,1,1530,1528
18,0,1755,2088
18,1,1530,1528
19,0,1755,2088
19,1,1480,1528
20,0,1880,2578
20,1,1480,1528
21,0,1880,2578
21,1,1480,1528
22,0,1880,2578
22,1,1480,1528
23,0,2249,3660
23,1,630,403
24,0,2249,3660
24,1,630,403
25,0,2249,3660
25,1,630,403
26,0,2249,3660
26,1,630,403
27,0,2249,3660
27,1,630,403
28,0,2249,3660
28,1,630,403
29,0,2249,3660
29,1,630,403
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1675,1618
2,1,1585,1203
3,0,1810,2753
3,1,1225,1203
4,0,1810,2753
4,1,1225,1203
5,0,1810,2753
5,1,1225,1203
6,0,1810,2753
6,1,1225,1203
7,0,1810,2753
7,1,1425,1203
8,0,1760,2753
8,1,1475,1203
9,0,1760,2753
9,1,1475,1203
10,0,1760,2753
10,1,1475,1203
11,0,1760,2753
11,1,1475,1203
12,0,1860,2753
12,1,1475,1203
13,0,1860,2753
13,1,1475,1203
14,0,1860,2753
14,1,1475,1203
15,0,1860,2753
15,1,1375,1203
16,0,1860,2753
16,1,1375,1203
17,0,1860,2753
17,1,1575,1203
18,0,1860,2753
18,1,1575,1203
19,0,1860,2753
19,1,1575,1203
20,0,1760,2753
20,1,1575,1203
21,0,1760,2753
21,1,1575,1203
22,0,1510,2753
22,1,2025,1203
23,0,2085,3278
23,1,1225,1203
24,0,2085,3278
24,1,1225,1203
25,0,2085,3278
25,1,1225,1203
26,0,2085,3278
26,1,1225,1203
27,0,2085,3278
27,1,1425,1203
28,0,2085,3278
28,1,1425,1203
29,0,2135,3278
29,1,1375,1203
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1500,1148
2,1,1735,1528
3,0,1755,1618
3,1,1405,1528
4,0,1755,1618
4,1,1405,1528
5,0,1755,1618
5,1,1405,1528
6,0,1755,1618
6,1,1405,1528
7,0,1755,1618
7,1,1605,1528
8,0,1755,1618
8,1,1605,1528
9,0,1755,1618
9,1,1605,1528
10,0,1705,1618
10,1,1655,1528
11,0,1705,1618
11,1,1655,1528
12,0,1705,1618
12,1,1655,1528
13,0,1705,1618
13,1,1655,1528
14,0,1455,1618
14,1,2105,1528
15,0,1455,1618
15,1,2105,1528
16,0,1455,1618
16,1,2105,1528
17,0,1455,1618
17,1,2105,1528
18,0,1455,1618
18,1,2105,1528
19,0,1455,1618
19,1,2205,1928
20,0,1455,1618
20,1,2205,1928
21,0,1455,1618
21,1,2205,1928
22,0,1555,1618
22,1,2205,1928
23,0,1555,1618
23,1,2205,1928
24,0,1555,1618
24,1,2205,1928
25,0,1555,1618
25,1,2205,1928
26,0,1555,1618
26,1,2205,1928
27,0,1810,2088
27,1,1875,1928
28,0,1760,2088
28,1,2125,1928
29,0,1760,2088
29,1,2125,1928
0,0,1550,1148
0,1,1585,1203
1,0,1730,2088
1,1,1255,1203
2,0,1530,2088
2,1,1455,1203
3,0,1530,2088
3,1,1455,1203
4,0,1730,2088
4,1,1455,1203
5,0,1730,2088
5,1,1455,1203
6,0,1730,2088
6,1,1455,1203
7,0,1730,2088
7,1,1655,1203
8,0,1730,2088
8,1,1655,1203
9,0,1730,2088
9,1,1655,1203
10,0,1730,2088
10,1,1655,1203
11,0,1730,2088
11,1,1655,1203
12,0,1530,2088
12,1,1855,1203
13,0,1530,2088
13,1,1855,1203
14,0,1730,2088
14,1,1855,1203
15,0,1730,2088
15,1,1855,1203
16,0,1730,2088
16,1,1855,1203
17,0,1730,2088
17,1,1855,1203
18,0,1730,2088
18,1,1855,1203
19,0,1730,2088
19,1,1855,1203
20,0,1680,2088
20,1,2005,1528
21,0,1680,2088
21,1,2005,1528
22,0,1680,2088
22,1,2005,1528
23,0,1680,2088
23,1,2005,1528
24,0,1680,2088
24,1,2005,1528
25,0,1680,2088
25,1,2005,1528
26,0,1680,2088
26,1,2005,1528
27,0,1680,2088
27,1,2005,1528
28,0,1430,2088
28,1,2255,2728
29,0,2230,2088
29,1,1455,2728
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1300,1148
2,1,1835,1928
3,0,1300,1148
3,1,1835,1928
4,0,1300,1148
4,1,1835,1928
5,0,1300,1148
5,1,1835,1928
6,0,1300,1148
6,1,1835,1928
7,0,1300,1148
7,1,1935,2528
8,0,1300,1148
8,1,1935,2528
9,0,1300,1148
9,1,1935,2528
10,0,1300,1148
10,1,1935,2528
11,0,1300,1148
11,1,1935,2528
12,0,1250,1148
12,1,1985,3628
13,0,1250,1148
13,1,1985,3628
14,0,1250,1148
14,1,1985,3628
15,0,1250,1148
15,1,1985,3628
16,0,1250,1148
16,1,1985,3628
17,0,1250,1148
17,1,1985,3628
18,0,1250,1148
18,1,1985,3628
19,0,1250,1148
19,1,2085,3828
20,0,1250,1148
20,1,2085,3828
21,0,1250,1148
21,1,2085,3828
22,0,1250,1148
22,1,2085,3828
23,0,1300,1148
23,1,2035,3828
24,0,1300,1148
24,1,2035,3828
25,0,1300,1148
25,1,2035,3828
26,0,1300,1148
26,1,2035,3828
27,0,1630,1148
27,1,1705,3828
28,0,1630,1148
28,1,1705,3828
29,0,1630,1148
29,1,1905,3828
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1500,1148
2,1,1635,1203
3,0,1710,2088
3,1,1275,1203
4,0,1460,2088
4,1,1725,1203
5,0,1460,2088
5,1,1725,1203
6,0,1460,2088
6,1,1725,1203
7,0,1460,2088
7,1,1925,1203
8,0,1460,2088
8,1,1925,1203
9,0,1460,2088
9,1,1925,1203
10,0,1460,2088
10,1,1925,1203
11,0,1510,2088
11,1,1875,1203
12,0,1510,2088
12,1,1875,1203
13,0,1510,2088
13,1,1875,1203
14,0,1510,2088
14,1,1875,1203
15,0,1795,2578
15,1,1515,1203
16,0,1595,2578
16,1,1715,1203
17,0,1595,2578
17,1,1715,1203
18,0,1795,2578
18,1,1715,1203
19,0,1795,2578
19,1,1915,1203
20,0,1795,2578
20,1,1915,1203
21,0,1795,2578
21,1,1915,1203
22,0,1795,2578
22,1,1915,1203
23,0,1795,2578
23,1,1915,1203
24,0,1795,2578
24,1,1915,1203
25,0,2220,3453
25,1,1115,1203
26,0,2220,3453
26,1,1115,1203
27,0,2220,3453
27,1,1315,1203
28,0,2170,3453
28,1,1565,1203
29,0,2170,3453
29,1,1565,1203
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1400,1148
2,1,1735,1528
3,0,1400,1148
3,1,1735,1528
4,0,1400,1148
4,1,1735,1528
5,0,1400,1148
5,1,1735,1528
6,0,1400,1148
6,1,1735,1528
7,0,1400,1148
7,1,1635,1528
8,0,1400,1148
8,1,1635,1528
9,0,1400,1148
9,1,1735,1928
10,0,800,828
10,1,2035,3628
11,0,800,828
11,1,2035,3628
12,0,1000,828
12,1,2035,3628
13,0,1000,828
13,1,2035,3628
14,0,1000,828
14,1,2035,3628
15,0,1000,828
15,1,2035,3628
16,0,1000,828
16,1,2035,3628
17,0,1000,828
17,1,2135,3828
18,0,1000,828
18,1,2135,3828
19,0,1000,828
19,1,2135,3828
20,0,1000,828
20,1,2135,3828
21,0,1000,828
21,1,2135,3828
22,0,1000,828
22,1,2135,3828
23,0,1000,828
23,1,2135,3828
24,0,1000,828
24,1,2135,3828
25,0,1000,828
25,1,2235,4028
26,0,1000,828
26,1,2235,4028
27,0,1000,828
27,1,2235,4028
28,0,1200,828
28,1,2235,4028
29,0,1310,828
29,1,2125,4028
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1675,1618
2,1,1585,1203
3,0,1950,3453
3,1,785,673
4,0,1950,3453
4,1,785,673
5,0,1950,3453
5,1,785,673
6,0,1950,3453
6,1,785,673
7,0,1950,3453
7,1,785,673
8,0,2065,3640
8,1,785,673
9,0,2065,3640
9,1,735,493
10,0,2065,3640
10,1,735,493
11,0,2065,3640
11,1,735,493
12,0,2065,3640
12,1,735,493
13,0,2065,3640
13,1,735,493
14,0,2065,3640
14,1,735,493
15,0,2065,3640
15,1,735,493
16,0,2065,3640
16,1,735,493
17,0,2065,3640
17,1,735,493
18,0,2065,3640
18,1,735,493
19,0,2108,3650
19,1,635,415
20,0,2058,3650
20,1,635,415
21,0,2058,3650
21,1,635,415
22,0,2058,3650
22,1,635,415
23,0,2058,3650
23,1,635,415
24,0,2058,3650
24,1,635,415
25,0,2058,3650
25,1,835,415
26,0,2058,3650
26,1,835,415
27,0,2058,3650
27,1,835,415
28,0,2058,3650
28,1,835,415
29,0,2058,3650
29,1,835,415
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1550,1148
4,1,1585,1203
5,0,1550,1148
5,1,1585,1203
6,0,1500,1148
6,1,1585,1203
7,0,1500,1148
7,1,1585,1203
8,0,1500,1148
8,1,1585,1203
9,0,1500,1148
9,1,1685,1528
10,0,1500,1148
10,1,1685,1528
11,0,1500,1148
11,1,1685,1528
12,0,1500,1148
12,1,1685,1528
13,0,1500,1148
13,1,1685,1528
14,0,1500,1148
14,1,1685,1528
15,0,1710,2088
15,1,1325,1528
16,0,1710,2088
16,1,1325,1528
17,0,1710,2088
